#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AURKB	CDC6	9541.XP_005582896.1	9541.XP_005584144.1	0	0	0	0	0.701	0.169	0	0.364	0.828
AURKB	PLK5	9541.XP_005582896.1	9541.XP_005588682.1	0	0	0	0.742	0.466	0.513	0.374	0.332	0.836
AURKB	KIF18B	9541.XP_005582896.1	9541.XP_005584522.1	0	0	0	0	0.708	0.157	0.263	0.235	0.842
AURKB	XP_005595939.1	9541.XP_005582896.1	9541.XP_005595939.1	0	0	0	0	0.706	0.182	0	0.437	0.852
AURKB	KIF4A	9541.XP_005582896.1	9541.XP_005593920.1	0	0	0	0	0.676	0.157	0.263	0.416	0.866
AURKB	TOP2A	9541.XP_005582896.1	9541.XP_005584155.1	0	0	0	0	0.764	0.128	0	0.412	0.868
AURKB	NDC80	9541.XP_005582896.1	9541.XP_005587142.1	0	0	0	0	0.766	0.495	0.621	0.702	0.984
AURKC	NUF2	9541.XP_005590555.1	9541.XP_005539887.1	0	0	0	0	0.647	0.073	0	0.434	0.798
AURKC	ASPM	9541.XP_005590555.1	9541.XP_005540367.1	0	0	0	0	0.645	0.073	0	0.185	0.708
AURKC	CDK18	9541.XP_005590555.1	9541.XP_005540653.1	0	0	0.405	0.634	0.306	0.129	0.142	0.235	0.550
AURKC	PLK3	9541.XP_005590555.1	9541.XP_005543618.1	0	0	0	0.710	0.576	0.595	0.374	0.333	0.893
AURKC	CDC20	9541.XP_005590555.1	9541.XP_005543737.1	0	0	0	0	0.639	0.208	0.432	0.333	0.877
AURKC	TOP2B	9541.XP_005590555.1	9541.XP_005545688.1	0	0	0	0	0.613	0.128	0	0.332	0.754
AURKC	SMC4	9541.XP_005590555.1	9541.XP_005546302.1	0	0	0	0	0.658	0.116	0.436	0.411	0.886
AURKC	ECT2	9541.XP_005590555.1	9541.XP_005546456.1	0	0	0	0	0.618	0.156	0	0.300	0.754
AURKC	KIF15	9541.XP_005590555.1	9541.XP_005546914.1	0	0	0	0	0.304	0.157	0.477	0.324	0.764
AURKC	XP_005549078.1	9541.XP_005590555.1	9541.XP_005549078.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
AURKC	MCM7	9541.XP_005590555.1	9541.XP_005549212.1	0	0	0	0	0.665	0	0	0.174	0.711
AURKC	XP_005549994.1	9541.XP_005590555.1	9541.XP_005549994.1	0	0	0	0	0.650	0.092	0	0.332	0.769
AURKC	CDK14	9541.XP_005590555.1	9541.XP_005550323.1	0	0	0.365	0.620	0.306	0.129	0.142	0.235	0.546
AURKC	NCAPG2	9541.XP_005590555.1	9541.XP_005551342.1	0	0	0	0	0.572	0	0	0.100	0.598
AURKC	MCM9	9541.XP_005590555.1	9541.XP_005551740.1	0	0	0	0	0.515	0	0	0.110	0.549
AURKC	FBXO5	9541.XP_005590555.1	9541.XP_005552222.1	0	0	0	0	0.576	0	0	0.239	0.663
AURKC	MCM3	9541.XP_005590555.1	9541.XP_005552813.1	0	0	0	0	0.661	0	0	0.101	0.682
AURKC	HIST1H2BM	9541.XP_005590555.1	9541.XP_005554278.1	0	0	0	0	0.126	0.472	0.180	0.318	0.707
AURKC	NCAPG	9541.XP_005590555.1	9541.XP_005554603.1	0	0	0	0	0.659	0.091	0.436	0.200	0.841
AURKC	CENPE	9541.XP_005590555.1	9541.XP_005555637.1	0	0	0	0	0.657	0.157	0.263	0.413	0.858
AURKC	MAD2L1	9541.XP_005590555.1	9541.XP_005555868.1	0	0	0	0	0.650	0.092	0	0.332	0.769
AURKC	CCNA2	9541.XP_005590555.1	9541.XP_005555896.1	0	0	0	0	0.589	0.117	0	0.170	0.672
AURKC	PLK4	9541.XP_005590555.1	9541.XP_005555946.1	0	0	0	0.754	0.466	0.513	0.374	0.381	0.838
AURKC	TRIP13	9541.XP_005590555.1	9541.XP_005556595.1	0	0	0	0	0.623	0.073	0	0.080	0.650
AURKC	PLK2	9541.XP_005590555.1	9541.XP_005557003.1	0	0	0	0.695	0.576	0.595	0.374	0.333	0.893
AURKC	XP_005557913.1	9541.XP_005590555.1	9541.XP_005557913.1	0	0	0.454	0.707	0.306	0.129	0.142	0.235	0.536
AURKC	KIF20A	9541.XP_005590555.1	9541.XP_005557943.1	0	0	0	0	0.613	0.218	0.369	0.332	0.855
AURKC	KIF4B	9541.XP_005590555.1	9541.XP_005558430.1	0	0	0	0	0.510	0.157	0.263	0.233	0.735
AURKC	CCNB1	9541.XP_005590555.1	9541.XP_005558919.1	0	0	0	0	0.644	0.182	0	0.314	0.782
AURKC	BUB1B	9541.XP_005590555.1	9541.XP_005559212.1	0	0	0	0	0.654	0.131	0.385	0.390	0.872
AURKC	XP_005559295.1	9541.XP_005590555.1	9541.XP_005559295.1	0	0	0	0	0.666	0	0	0.082	0.680
AURKC	CCNB2	9541.XP_005590555.1	9541.XP_005559729.1	0	0	0	0	0.644	0.182	0	0.314	0.782
AURKC	ZWILCH	9541.XP_005590555.1	9541.XP_005559924.1	0	0	0	0	0.550	0	0	0.238	0.642
AURKC	KIF23	9541.XP_005590555.1	9541.XP_005559975.1	0	0	0	0	0.613	0.218	0.369	0.332	0.855
AURKC	PRC1	9541.XP_005590555.1	9541.XP_005560582.1	0	0	0	0	0.671	0.158	0	0.433	0.829
AURKC	ESCO2	9541.XP_005590555.1	9541.XP_005562980.1	0	0	0	0	0.278	0.078	0	0.280	0.479
AURKC	WRN	9541.XP_005590555.1	9541.XP_005563073.1	0	0	0	0	0.162	0.365	0	0.091	0.474
AURKC	MCM4	9541.XP_005590555.1	9541.XP_005563340.1	0	0	0	0	0.658	0	0	0.111	0.682
AURKC	MCMDC2	9541.XP_005590555.1	9541.XP_005563516.1	0	0	0	0	0.613	0	0	0.050	0.616
AURKC	CDK1	9541.XP_005590555.1	9541.XP_005565839.1	0	0	0.461	0.730	0.306	0.129	0.142	0.235	0.529
AURKC	KIF11	9541.XP_005590555.1	9541.XP_005566011.1	0	0	0	0	0.671	0.468	0.263	0.454	0.920
AURKC	SMC3	9541.XP_005590555.1	9541.XP_005566468.1	0	0	0	0	0.128	0.101	0.194	0.413	0.579
AURKC	MKI67	9541.XP_005590555.1	9541.XP_005566801.1	0	0	0	0	0.638	0.073	0	0.173	0.698
AURKC	MCM5	9541.XP_005590555.1	9541.XP_005567519.1	0	0	0	0	0.672	0	0	0.113	0.696
AURKC	CDC45	9541.XP_005590555.1	9541.XP_005568036.1	0	0	0	0	0.670	0	0	0.236	0.737
AURKC	MCM8	9541.XP_005590555.1	9541.XP_005568447.1	0	0	0	0	0.613	0	0	0.070	0.624
AURKC	PCNA	9541.XP_005590555.1	9541.XP_005568461.1	0	0	0	0	0.663	0	0	0	0.663
AURKC	AURKA	9541.XP_005590555.1	9541.XP_005569450.1	0	0	0.480	0.939	0.058	0.357	0.505	0.746	0.697
AURKC	NCAPD2	9541.XP_005590555.1	9541.XP_005569965.1	0	0	0	0	0.661	0.098	0.436	0.238	0.851
AURKC	ESPL1	9541.XP_005590555.1	9541.XP_005571050.1	0	0	0	0	0.533	0	0	0.454	0.734
AURKC	CDK2	9541.XP_005590555.1	9541.XP_005571205.1	0	0	0.459	0.681	0.306	0.129	0.142	0.235	0.545
AURKC	MCM2	9541.XP_005590555.1	9541.XP_005571855.1	0	0	0	0	0.618	0	0	0.135	0.655
AURKC	CDK17	9541.XP_005590555.1	9541.XP_005571975.1	0	0	0.387	0.624	0.306	0.129	0.142	0.235	0.549
AURKC	MCM6	9541.XP_005590555.1	9541.XP_005573099.1	0	0	0	0	0.643	0	0	0.088	0.660
AURKC	CDK15	9541.XP_005590555.1	9541.XP_005573997.1	0	0	0.415	0.615	0.306	0.129	0.142	0.235	0.558
AURKC	NCAPH	9541.XP_005590555.1	9541.XP_005575043.1	0	0	0	0	0.607	0.596	0.436	0.382	0.937
AURKC	BUB1	9541.XP_005590555.1	9541.XP_005575307.1	0	0	0	0	0.654	0.131	0.385	0.390	0.872
AURKC	PLK1	9541.XP_005590555.1	9541.XP_005575426.1	0	0	0	0.678	0.576	0.595	0.374	0.387	0.896
AURKC	POLA2	9541.XP_005590555.1	9541.XP_005577355.1	0	0	0	0	0.644	0	0	0.060	0.651
AURKC	NCAPD3	9541.XP_005590555.1	9541.XP_005580259.1	0	0	0	0	0.387	0	0	0.332	0.573
AURKC	SMC2	9541.XP_005590555.1	9541.XP_005581210.1	0	0	0	0	0.658	0.101	0.436	0.300	0.862
AURKC	AURKB	9541.XP_005590555.1	9541.XP_005582896.1	0	0	0.480	0.970	0	0.516	0.621	0.865	0.816
AURKC	CDC6	9541.XP_005590555.1	9541.XP_005584144.1	0	0	0	0	0.615	0.169	0	0.239	0.735
AURKC	TOP2A	9541.XP_005590555.1	9541.XP_005584155.1	0	0	0	0	0.613	0.128	0	0.332	0.754
AURKC	KIF18B	9541.XP_005590555.1	9541.XP_005584522.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
AURKC	KIF19	9541.XP_005590555.1	9541.XP_005584894.1	0	0	0	0	0.282	0.157	0.263	0.235	0.613
AURKC	CCNA1	9541.XP_005590555.1	9541.XP_005585703.1	0	0	0	0	0.589	0.117	0	0.176	0.674
AURKC	NDC80	9541.XP_005590555.1	9541.XP_005587142.1	0	0	0	0	0.670	0.495	0.436	0.454	0.941
AURKC	PLK5	9541.XP_005590555.1	9541.XP_005588682.1	0	0	0	0.667	0.466	0.513	0.374	0.301	0.838
AURKC	LIG1	9541.XP_005590555.1	9541.XP_005589781.1	0	0	0	0	0.389	0.116	0	0	0.436
AURKC	POLA1	9541.XP_005590555.1	9541.XP_005593254.1	0	0	0	0	0.592	0	0	0.053	0.597
AURKC	KIF4A	9541.XP_005590555.1	9541.XP_005593920.1	0	0	0	0	0.510	0.157	0.263	0.233	0.735
AURKC	CCNB3	9541.XP_005590555.1	9541.XP_005593641.1	0	0	0	0	0.655	0.147	0	0.202	0.744
AURKC	XP_005595939.1	9541.XP_005590555.1	9541.XP_005595939.1	0	0	0	0	0.644	0.182	0	0.314	0.782
BUB1	NUF2	9541.XP_005575307.1	9541.XP_005539887.1	0	0	0	0	0.724	0.665	0	0.640	0.963
BUB1	ASPM	9541.XP_005575307.1	9541.XP_005540367.1	0	0	0	0	0.767	0.304	0	0.337	0.883
BUB1	CDK18	9541.XP_005575307.1	9541.XP_005540653.1	0	0	0	0	0.305	0.219	0.341	0.260	0.699
BUB1	PLK3	9541.XP_005575307.1	9541.XP_005543618.1	0	0	0	0	0.624	0.645	0.385	0.385	0.942
BUB1	CDC20	9541.XP_005575307.1	9541.XP_005543737.1	0	0	0	0	0.765	0.921	0.520	0.849	0.998
BUB1	TOP2B	9541.XP_005575307.1	9541.XP_005545688.1	0	0	0	0	0.672	0	0	0.336	0.772
BUB1	STAG1	9541.XP_005575307.1	9541.XP_005545895.1	0	0	0	0	0.640	0	0	0.235	0.712
BUB1	SMC4	9541.XP_005575307.1	9541.XP_005546302.1	0	0	0	0	0.695	0.092	0	0.489	0.846
BUB1	ECT2	9541.XP_005575307.1	9541.XP_005546456.1	0	0	0	0	0.717	0	0	0.238	0.775
BUB1	KIF15	9541.XP_005575307.1	9541.XP_005546914.1	0	0	0	0	0.755	0.213	0.078	0.411	0.881
BUB1	XP_005549078.1	9541.XP_005575307.1	9541.XP_005549078.1	0	0	0	0	0.465	0.359	0.298	0.236	0.791
BUB1	MCM7	9541.XP_005575307.1	9541.XP_005549212.1	0	0	0	0	0.703	0	0	0.300	0.783
BUB1	STAG3	9541.XP_005575307.1	9541.XP_005549268.1	0	0	0	0	0.640	0	0	0.406	0.777
BUB1	XP_005549994.1	9541.XP_005575307.1	9541.XP_005549994.1	0	0	0	0	0.671	0.670	0.432	0.479	0.963
BUB1	CDK14	9541.XP_005575307.1	9541.XP_005550323.1	0	0	0	0	0.305	0.219	0.341	0.260	0.699
BUB1	NCAPG2	9541.XP_005575307.1	9541.XP_005551342.1	0	0	0	0	0.677	0	0	0.176	0.722
BUB1	MCM9	9541.XP_005575307.1	9541.XP_005551740.1	0	0	0	0	0.652	0	0	0.126	0.682
BUB1	FBXO5	9541.XP_005575307.1	9541.XP_005552222.1	0	0	0	0	0.659	0	0	0.313	0.756
BUB1	MCM3	9541.XP_005575307.1	9541.XP_005552813.1	0	0	0	0	0.759	0	0	0.244	0.810
BUB1	HIST1H2BM	9541.XP_005575307.1	9541.XP_005554278.1	0	0	0	0	0.093	0.303	0	0.387	0.578
BUB1	NCAPG	9541.XP_005575307.1	9541.XP_005554603.1	0	0	0	0	0.765	0	0	0.412	0.855
BUB1	PDS5A	9541.XP_005575307.1	9541.XP_005554770.1	0	0	0	0	0.572	0.213	0	0.438	0.794
BUB1	CENPE	9541.XP_005575307.1	9541.XP_005555637.1	0	0	0	0	0.764	0.610	0.446	0.844	0.991
BUB1	MAD2L1	9541.XP_005575307.1	9541.XP_005555868.1	0	0	0	0	0.671	0.670	0.881	0.599	0.994
BUB1	CCNA2	9541.XP_005575307.1	9541.XP_005555896.1	0	0	0	0	0.765	0.092	0.405	0.525	0.931
BUB1	PLK4	9541.XP_005575307.1	9541.XP_005555946.1	0	0	0	0	0.677	0.576	0.385	0.333	0.936
BUB1	TRIP13	9541.XP_005575307.1	9541.XP_005556595.1	0	0	0	0	0.695	0.156	0	0.363	0.821
BUB1	PLK2	9541.XP_005575307.1	9541.XP_005557003.1	0	0	0	0	0.669	0.671	0.530	0.515	0.971
BUB1	XP_005557913.1	9541.XP_005575307.1	9541.XP_005557913.1	0	0	0	0	0.715	0.219	0.571	0.539	0.950
BUB1	KIF20A	9541.XP_005575307.1	9541.XP_005557943.1	0	0	0	0	0.766	0.213	0.078	0.333	0.871
BUB1	KIF4B	9541.XP_005575307.1	9541.XP_005558430.1	0	0	0	0	0.702	0.213	0.078	0.412	0.855
BUB1	CCNB1	9541.XP_005575307.1	9541.XP_005558919.1	0	0	0	0	0.686	0.092	0.571	0.640	0.950
BUB1	BUB1B	9541.XP_005575307.1	9541.XP_005559212.1	0	0	0	0.589	0.761	0.874	0.290	0.843	0.984
BUB1	XP_005559295.1	9541.XP_005575307.1	9541.XP_005559295.1	0	0	0	0	0.759	0	0	0.438	0.858
BUB1	CCNB2	9541.XP_005575307.1	9541.XP_005559729.1	0	0	0	0	0.766	0.092	0.508	0.597	0.952
BUB1	ZWILCH	9541.XP_005575307.1	9541.XP_005559924.1	0	0	0	0	0.655	0.542	0.290	0.760	0.969
BUB1	KIF23	9541.XP_005575307.1	9541.XP_005559975.1	0	0	0	0	0.758	0.213	0.078	0.416	0.883
BUB1	PRC1	9541.XP_005575307.1	9541.XP_005560582.1	0	0	0	0	0.711	0	0	0.393	0.817
BUB1	REC8	9541.XP_005575307.1	9541.XP_005561003.1	0	0	0	0	0.636	0.075	0	0.482	0.810
BUB1	ESCO2	9541.XP_005575307.1	9541.XP_005562980.1	0	0	0	0	0.669	0.155	0	0.274	0.779
BUB1	MCM4	9541.XP_005575307.1	9541.XP_005563340.1	0	0	0	0	0.758	0	0	0.276	0.817
BUB1	MCMDC2	9541.XP_005575307.1	9541.XP_005563516.1	0	0	0	0	0.649	0	0	0.133	0.682
BUB1	RAD21	9541.XP_005575307.1	9541.XP_005564020.1	0	0	0	0	0.636	0.080	0	0.478	0.809
BUB1	WAPL	9541.XP_005575307.1	9541.XP_005565313.1	0	0	0	0	0.065	0	0	0.455	0.469
BUB1	CDK1	9541.XP_005575307.1	9541.XP_005565839.1	0	0	0	0	0.715	0.219	0.571	0.685	0.965
BUB1	KIF11	9541.XP_005575307.1	9541.XP_005566011.1	0	0	0	0	0.761	0.496	0.078	0.483	0.934
BUB1	SMC3	9541.XP_005575307.1	9541.XP_005566468.1	0	0	0	0	0.659	0.092	0	0.483	0.825
BUB1	MKI67	9541.XP_005575307.1	9541.XP_005566801.1	0	0	0	0	0.763	0.080	0	0.441	0.867
BUB1	NCAPH2	9541.XP_005575307.1	9541.XP_005566939.1	0	0	0	0	0.659	0	0	0	0.659
BUB1	SMC1B	9541.XP_005575307.1	9541.XP_005567069.1	0	0	0	0	0.571	0.092	0	0.322	0.712
BUB1	MCM5	9541.XP_005575307.1	9541.XP_005567519.1	0	0	0	0	0.759	0.048	0	0.236	0.809
BUB1	CDC45	9541.XP_005575307.1	9541.XP_005568036.1	0	0	0	0	0.713	0.042	0	0.385	0.816
BUB1	MCM8	9541.XP_005575307.1	9541.XP_005568447.1	0	0	0	0	0.649	0	0	0.133	0.682
BUB1	PCNA	9541.XP_005575307.1	9541.XP_005568461.1	0	0	0	0	0.675	0	0	0.052	0.678
BUB1	XP_005568621.1	9541.XP_005575307.1	9541.XP_005568621.1	0	0	0	0	0.636	0.080	0	0.388	0.777
BUB1	AURKA	9541.XP_005575307.1	9541.XP_005569450.1	0	0	0	0	0.762	0.131	0.505	0.657	0.960
BUB1	NCAPD2	9541.XP_005575307.1	9541.XP_005569965.1	0	0	0	0	0.671	0	0	0.357	0.779
BUB1	ESPL1	9541.XP_005575307.1	9541.XP_005571050.1	0	0	0	0	0.754	0	0	0.651	0.910
BUB1	CDK2	9541.XP_005575307.1	9541.XP_005571205.1	0	0	0	0	0.305	0.219	0.341	0.414	0.762
BUB1	MCM2	9541.XP_005575307.1	9541.XP_005571855.1	0	0	0	0	0.670	0	0	0.294	0.757
BUB1	CDK17	9541.XP_005575307.1	9541.XP_005571975.1	0	0	0	0	0.305	0.219	0.341	0.260	0.699
BUB1	MCM6	9541.XP_005575307.1	9541.XP_005573099.1	0	0	0	0	0.711	0	0	0.288	0.785
BUB1	CDK15	9541.XP_005575307.1	9541.XP_005573997.1	0	0	0	0	0.305	0.219	0.341	0.260	0.699
BUB1	NCAPH	9541.XP_005575307.1	9541.XP_005575043.1	0	0	0	0	0.732	0	0	0.235	0.786
BUB1	ESCO1	9541.XP_005575307.1	9541.XP_005587116.1	0	0	0	0	0.277	0.155	0	0.274	0.517
BUB1	SMC6	9541.XP_005575307.1	9541.XP_005576553.1	0	0	0	0	0.466	0.116	0	0.236	0.607
BUB1	MSH6	9541.XP_005575307.1	9541.XP_005575994.1	0	0	0	0	0.586	0	0	0.179	0.645
BUB1	LIG1	9541.XP_005575307.1	9541.XP_005589781.1	0	0	0	0	0.665	0	0	0.068	0.674
BUB1	POLD1	9541.XP_005575307.1	9541.XP_005590063.1	0	0	0	0	0.662	0	0	0.114	0.687
BUB1	CHTF18	9541.XP_005575307.1	9541.XP_005590877.1	0	0	0	0	0.450	0.224	0	0.333	0.690
BUB1	POLA2	9541.XP_005575307.1	9541.XP_005577355.1	0	0	0	0	0.665	0	0	0.120	0.692
BUB1	STAG2	9541.XP_005575307.1	9541.XP_005594569.1	0	0	0	0	0.640	0	0	0.239	0.714
BUB1	SMC5	9541.XP_005575307.1	9541.XP_005581952.1	0	0	0	0	0.660	0.092	0	0.207	0.733
BUB1	POLA1	9541.XP_005575307.1	9541.XP_005593254.1	0	0	0	0	0.676	0	0	0.237	0.742
BUB1	NCAPD3	9541.XP_005575307.1	9541.XP_005580259.1	0	0	0	0	0.703	0	0	0.190	0.749
BUB1	SMC1A	9541.XP_005575307.1	9541.XP_005593702.1	0	0	0	0	0.571	0.092	0	0.456	0.769
BUB1	SMC2	9541.XP_005575307.1	9541.XP_005581210.1	0	0	0	0	0.720	0.092	0	0.182	0.773
BUB1	PDS5B	9541.XP_005575307.1	9541.XP_005585665.1	0	0	0	0	0.572	0.213	0	0.403	0.781
BUB1	KIF19	9541.XP_005575307.1	9541.XP_005584894.1	0	0	0	0	0.465	0.359	0.298	0.236	0.791
BUB1	CDC6	9541.XP_005575307.1	9541.XP_005584144.1	0	0	0	0	0.718	0.062	0	0.332	0.807
BUB1	CCNB3	9541.XP_005575307.1	9541.XP_005593641.1	0	0	0	0	0.651	0.092	0.327	0.413	0.858
BUB1	TOP2A	9541.XP_005575307.1	9541.XP_005584155.1	0	0	0	0	0.767	0	0	0.439	0.863
BUB1	AURKC	9541.XP_005575307.1	9541.XP_005590555.1	0	0	0	0	0.654	0.131	0.385	0.390	0.872
BUB1	KIF4A	9541.XP_005575307.1	9541.XP_005593920.1	0	0	0	0	0.702	0.213	0.078	0.562	0.892
BUB1	KIF18B	9541.XP_005575307.1	9541.XP_005584522.1	0	0	0	0	0.701	0.359	0.310	0.304	0.895
BUB1	CCNA1	9541.XP_005575307.1	9541.XP_005585703.1	0	0	0	0	0.687	0.092	0.405	0.542	0.912
BUB1	XP_005595939.1	9541.XP_005575307.1	9541.XP_005595939.1	0	0	0	0	0.686	0.092	0.571	0.437	0.921
BUB1	PLK5	9541.XP_005575307.1	9541.XP_005588682.1	0	0	0	0	0.624	0.576	0.385	0.331	0.925
BUB1	AURKB	9541.XP_005575307.1	9541.XP_005582896.1	0	0	0	0	0.759	0.131	0.621	0.784	0.980
BUB1	PLK1	9541.XP_005575307.1	9541.XP_005575426.1	0	0	0	0	0.723	0.761	0.621	0.797	0.994
BUB1	NDC80	9541.XP_005575307.1	9541.XP_005587142.1	0	0	0	0	0.765	0.868	0.290	0.827	0.995
BUB1B	NUF2	9541.XP_005559212.1	9541.XP_005539887.1	0	0	0	0	0.712	0.490	0	0.556	0.929
BUB1B	ASPM	9541.XP_005559212.1	9541.XP_005540367.1	0	0	0	0	0.762	0.219	0	0.332	0.864
BUB1B	CDK18	9541.XP_005559212.1	9541.XP_005540653.1	0	0	0	0	0.305	0.219	0.341	0.260	0.699
BUB1B	PLK3	9541.XP_005559212.1	9541.XP_005543618.1	0	0	0	0	0.624	0.645	0.385	0.385	0.942
BUB1B	CDC20	9541.XP_005559212.1	9541.XP_005543737.1	0	0	0	0	0.765	0.997	0.628	0.789	0.999
BUB1B	TOP2B	9541.XP_005559212.1	9541.XP_005545688.1	0	0	0	0	0.673	0	0	0.330	0.771
BUB1B	STAG1	9541.XP_005559212.1	9541.XP_005545895.1	0	0	0	0	0.640	0	0	0.186	0.694
BUB1B	SMC4	9541.XP_005559212.1	9541.XP_005546302.1	0	0	0	0	0.676	0.092	0	0.412	0.811
BUB1B	ECT2	9541.XP_005559212.1	9541.XP_005546456.1	0	0	0	0	0.718	0	0	0.177	0.757
BUB1B	KIF15	9541.XP_005559212.1	9541.XP_005546914.1	0	0	0	0	0.761	0.213	0.078	0.300	0.862
BUB1B	XP_005549078.1	9541.XP_005559212.1	9541.XP_005549078.1	0	0	0	0	0.388	0.359	0.187	0.236	0.723
BUB1B	MCM7	9541.XP_005559212.1	9541.XP_005549212.1	0	0	0	0	0.684	0	0	0.211	0.740
BUB1B	STAG3	9541.XP_005559212.1	9541.XP_005549268.1	0	0	0	0	0.640	0	0	0.186	0.694
BUB1B	XP_005549994.1	9541.XP_005559212.1	9541.XP_005549994.1	0	0	0	0	0.663	0.824	0.495	0.544	0.984
BUB1B	CDK14	9541.XP_005559212.1	9541.XP_005550323.1	0	0	0	0	0.305	0.219	0.341	0.260	0.699
BUB1B	NCAPG2	9541.XP_005559212.1	9541.XP_005551342.1	0	0	0	0	0.676	0	0	0.173	0.720
BUB1B	MCM9	9541.XP_005559212.1	9541.XP_005551740.1	0	0	0	0	0.652	0	0	0.126	0.682
BUB1B	FBXO5	9541.XP_005559212.1	9541.XP_005552222.1	0	0	0	0	0.632	0	0	0.386	0.764
BUB1B	MCM3	9541.XP_005559212.1	9541.XP_005552813.1	0	0	0	0	0.694	0	0	0.230	0.754
BUB1B	HIST1H2BM	9541.XP_005559212.1	9541.XP_005554278.1	0	0	0	0	0.093	0.303	0	0.387	0.578
BUB1B	NCAPG	9541.XP_005559212.1	9541.XP_005554603.1	0	0	0	0	0.703	0	0	0.300	0.783
BUB1B	PDS5A	9541.XP_005559212.1	9541.XP_005554770.1	0	0	0	0	0.572	0.213	0	0.403	0.781
BUB1B	CENPE	9541.XP_005559212.1	9541.XP_005555637.1	0	0	0	0	0.760	0.827	0.305	0.735	0.991
BUB1B	MAD2L1	9541.XP_005559212.1	9541.XP_005555868.1	0	0	0	0	0.663	0.824	0.894	0.544	0.996
BUB1B	CCNA2	9541.XP_005559212.1	9541.XP_005555896.1	0	0	0	0	0.765	0.115	0.550	0.522	0.949
BUB1B	PLK4	9541.XP_005559212.1	9541.XP_005555946.1	0	0	0	0	0.659	0.576	0.385	0.329	0.932
BUB1B	TRIP13	9541.XP_005559212.1	9541.XP_005556595.1	0	0	0	0	0.679	0.214	0	0.434	0.844
BUB1B	PLK2	9541.XP_005559212.1	9541.XP_005557003.1	0	0	0	0	0.624	0.645	0.530	0.413	0.958
BUB1B	XP_005557913.1	9541.XP_005559212.1	9541.XP_005557913.1	0	0	0	0	0.712	0.219	0.571	0.559	0.951
BUB1B	KIF20A	9541.XP_005559212.1	9541.XP_005557943.1	0	0	0	0	0.765	0.213	0.078	0.386	0.881
BUB1B	KIF4B	9541.XP_005559212.1	9541.XP_005558430.1	0	0	0	0	0.706	0.213	0.078	0.332	0.838
BUB1B	CCNB1	9541.XP_005559212.1	9541.XP_005558919.1	0	0	0	0	0.712	0.092	0.571	0.519	0.938
BUB1B	SMC6	9541.XP_005559212.1	9541.XP_005576553.1	0	0	0	0	0.466	0.116	0	0.170	0.573
BUB1B	ESCO1	9541.XP_005559212.1	9541.XP_005587116.1	0	0	0	0	0.388	0.155	0	0.274	0.591
BUB1B	MSH6	9541.XP_005559212.1	9541.XP_005575994.1	0	0	0	0	0.586	0	0	0.120	0.620
BUB1B	PCNA	9541.XP_005559212.1	9541.XP_005568461.1	0	0	0	0	0.653	0	0	0	0.653
BUB1B	NCAPH2	9541.XP_005559212.1	9541.XP_005566939.1	0	0	0	0	0.659	0	0	0	0.659
BUB1B	LIG1	9541.XP_005559212.1	9541.XP_005589781.1	0	0	0	0	0.665	0	0	0.068	0.674
BUB1B	POLA2	9541.XP_005559212.1	9541.XP_005577355.1	0	0	0	0	0.665	0	0	0.088	0.681
BUB1B	MCMDC2	9541.XP_005559212.1	9541.XP_005563516.1	0	0	0	0	0.649	0	0	0.133	0.682
BUB1B	MCM8	9541.XP_005559212.1	9541.XP_005568447.1	0	0	0	0	0.649	0	0	0.139	0.684
BUB1B	POLD1	9541.XP_005559212.1	9541.XP_005590063.1	0	0	0	0	0.662	0	0	0.114	0.687
BUB1B	NCAPD3	9541.XP_005559212.1	9541.XP_005580259.1	0	0	0	0	0.664	0	0	0.122	0.692
BUB1B	STAG2	9541.XP_005559212.1	9541.XP_005594569.1	0	0	0	0	0.640	0	0	0.186	0.694
BUB1B	CHTF18	9541.XP_005559212.1	9541.XP_005590877.1	0	0	0	0	0.465	0.224	0	0.333	0.698
BUB1B	CDK2	9541.XP_005559212.1	9541.XP_005571205.1	0	0	0	0	0.305	0.219	0.341	0.260	0.699
BUB1B	CDK15	9541.XP_005559212.1	9541.XP_005573997.1	0	0	0	0	0.305	0.219	0.341	0.260	0.699
BUB1B	CDK17	9541.XP_005559212.1	9541.XP_005571975.1	0	0	0	0	0.305	0.219	0.341	0.260	0.699
BUB1B	SMC1A	9541.XP_005559212.1	9541.XP_005593702.1	0	0	0	0	0.571	0.092	0	0.301	0.703
BUB1B	SMC1B	9541.XP_005559212.1	9541.XP_005567069.1	0	0	0	0	0.571	0.092	0	0.301	0.703
BUB1B	POLA1	9541.XP_005559212.1	9541.XP_005593254.1	0	0	0	0	0.676	0	0	0.147	0.711
BUB1B	SMC5	9541.XP_005559212.1	9541.XP_005581952.1	0	0	0	0	0.660	0.092	0	0.156	0.716
BUB1B	NCAPD2	9541.XP_005559212.1	9541.XP_005569965.1	0	0	0	0	0.671	0	0	0.175	0.716
BUB1B	MCM2	9541.XP_005559212.1	9541.XP_005571855.1	0	0	0	0	0.658	0	0	0.211	0.718
